,t1,t2,t3,t4
0,1708606822.586509,1708606815.889545,1708606815.8971179,1708606822.670535
0,1708606822.691614,1708606815.993544,1708606816.000293,1708606822.77023
0,1708606822.791697,1708606816.095388,1708606816.102504,1708606822.865217
0,1708606822.885187,1708606816.189352,1708606816.197967,1708606822.964699
0,1708606822.983347,1708606816.286396,1708606816.290607,1708606823.061476
0,1708606823.081518,1708606816.38352,1708606816.3958478,1708606823.167294
0,1708606823.18632,1708606816.490311,1708606816.4988449,1708606823.26638
0,1708606823.288485,1708606816.588834,1708606816.5931041,1708606823.366784
0,1708606823.391542,1708606816.696222,1708606816.696222,1708606823.469604
0,1708606823.489169,1708606816.797277,1708606816.810424,1708606823.569663
0,1708606823.586246,1708606816.887677,1708606816.894578,1708606823.660296
0,1708606823.682167,1708606816.987192,1708606816.995836,1708606823.766717
0,1708606823.786246,1708606817.085043,1708606817.0915189,1708606823.858415
0,1708606823.877948,1708606817.179725,1708606817.182963,1708606823.955492
0,1708606823.974124,1708606817.27466,1708606817.279179,1708606824.058661
0,1708606824.083513,1708606817.384262,1708606817.3971882,1708606824.165046
0,1708606824.190045,1708606817.491606,1708606817.500187,1708606824.272697
0,1708606824.296863,1708606817.602696,1708606817.613446,1708606824.377966
0,1708606824.404257,1708606817.711289,1708606817.711289,1708606824.484189
0,1708606824.503572,1708606817.805364,1708606817.812065,1708606824.580889
0,1708606824.60115,1708606817.901348,1708606817.910031,1708606824.679959
0,1708606824.702545,1708606818.006097,1708606818.0113862,1708606824.777836
0,1708606824.797426,1708606818.102746,1708606818.115853,1708606824.878561
0,1708606824.895863,1708606818.199117,1708606818.206476,1708606824.978548
0,1708606825.003169,1708606818.304287,1708606818.308554,1708606825.083728
0,1708606825.10792,1708606818.412573,1708606818.415905,1708606825.181122
0,1708606825.199467,1708606818.501261,1708606818.514234,1708606825.278742
0,1708606825.301116,1708606818.603163,1708606818.607449,1708606825.381353
0,1708606825.405143,1708606818.70836,1708606818.711729,1708606825.482981
0,1708606825.50492,1708606818.807393,1708606818.8136241,1708606825.581089
0,1708606825.599087,1708606818.903989,1708606818.916188,1708606825.685071
0,1708606825.706656,1708606819.01349,1708606819.017847,1708606825.78792
0,1708606825.812707,1708606819.124901,1708606819.1412761,1708606825.912736
0,1708606825.938446,1708606819.245129,1708606819.245129,1708606826.016265
0,1708606826.040298,1708606819.352646,1708606819.3671112,1708606826.135407
0,1708606826.162931,1708606819.475304,1708606819.4787788,1708606826.250584
0,1708606826.275514,1708606819.581023,1708606819.589751,1708606826.363409
0,1708606826.389508,1708606819.692161,1708606819.692161,1708606826.468958
0,1708606826.488269,1708606819.789822,1708606819.789822,1708606826.568069
0,1708606826.587222,1708606819.888212,1708606819.8915079,1708606826.663172
0,1708606826.681818,1708606819.984508,1708606819.994352,1708606826.759125
0,1708606826.776832,1708606820.076416,1708606820.080183,1708606826.847323
0,1708606826.86705,1708606820.169048,1708606820.1732821,1708606826.94353
0,1708606826.964438,1708606820.267576,1708606820.270873,1708606827.040582
0,1708606827.058739,1708606820.359093,1708606820.3623528,1708606827.132437
0,1708606827.147914,1708606820.448844,1708606820.457468,1708606827.223127
0,1708606827.241368,1708606820.543088,1708606820.551154,1708606827.331913
0,1708606827.34944,1708606820.649283,1708606820.662391,1708606827.421894
0,1708606827.439216,1708606820.739391,1708606820.743571,1708606827.515327
0,1708606827.64934,1708606821.093217,1708606821.0975518,1708606827.868067
0,1708606827.886357,1708606821.186901,1708606821.194894,1708606827.976401
0,1708606827.999912,1708606821.3004,1708606821.3046951,1708606828.07782
0,1708606828.10261,1708606821.404615,1708606821.4130418,1708606828.181953
0,1708606828.202825,1708606821.50575,1708606821.514412,1708606828.280414
0,1708606828.299483,1708606821.602378,1708606821.614883,1708606828.38925
0,1708606828.420259,1708606821.720802,1708606821.723958,1708606828.504532
0,1708606828.531549,1708606821.833955,1708606821.842536,1708606828.609952
0,1708606828.631017,1708606821.933214,1708606821.943486,1708606828.707107
0,1708606828.723831,1708606822.026132,1708606822.0348291,1708606828.80234
0,1708606828.822356,1708606822.122309,1708606822.1411989,1708606828.903687
0,1708606828.922139,1708606822.225383,1708606822.229636,1708606828.996689
0,1708606829.01534,1708606822.31568,1708606822.324397,1708606829.088268
0,1708606829.106024,1708606822.40606,1708606822.418729,1708606829.178832
0,1708606829.19599,1708606822.50177,1708606822.514647,1708606829.274721
0,1708606829.2941,1708606822.598944,1708606822.609211,1708606829.371004
0,1708606829.392285,1708606822.696706,1708606822.700439,1708606829.46747
0,1708606829.487922,1708606822.792091,1708606822.8006089,1708606829.568207
0,1708606829.586276,1708606822.886398,1708606822.901487,1708606829.680196
0,1708606829.70455,1708606823.014685,1708606823.0189638,1708606829.78826
0,1708606829.811441,1708606823.117506,1708606823.121244,1708606829.891944
0,1708606829.918243,1708606823.227173,1708606823.2375112,1708606829.998009
0,1708606830.01977,1708606823.320561,1708606823.324209,1708606830.112994
0,1708606830.134121,1708606823.434815,1708606823.441426,1708606830.209322
0,1708606830.230713,1708606823.532572,1708606823.540778,1708606830.320138
0,1708606830.342154,1708606823.644664,1708606823.651452,1708606830.419243
0,1708606830.43792,1708606823.739688,1708606823.743255,1708606830.514396
0,1708606830.533912,1708606823.83556,1708606823.83556,1708606830.60794
0,1708606830.62713,1708606823.928526,1708606823.937058,1708606830.703904
0,1708606830.72287,1708606824.023656,1708606824.035579,1708606830.807877
0,1708606830.826727,1708606824.131492,1708606824.138325,1708606830.901419
0,1708606830.919598,1708606824.224229,1708606824.228132,1708606831.000827
0,1708606831.020993,1708606824.324282,1708606824.327528,1708606831.097121
0,1708606831.115285,1708606824.417082,1708606824.417082,1708606831.188266
0,1708606831.207173,1708606824.508244,1708606824.508244,1708606831.283108
0,1708606831.302514,1708606824.603287,1708606824.611738,1708606831.381811
0,1708606831.404585,1708606824.706592,1708606824.719294,1708606831.4909
0,1708606831.515819,1708606824.816754,1708606824.8200512,1708606831.591914
0,1708606831.621781,1708606824.923278,1708606824.923278,1708606831.704477
0,1708606831.731056,1708606825.032073,1708606825.043443,1708606831.812113
0,1708606831.837377,1708606825.137609,1708606825.150563,1708606831.914774
0,1708606831.937885,1708606825.239345,1708606825.239345,1708606832.013487
0,1708606832.032117,1708606825.336144,1708606825.336144,1708606832.104862
0,1708606832.123855,1708606825.424174,1708606825.424174,1708606832.199848
0,1708606832.218795,1708606825.519151,1708606825.525784,1708606832.298002
0,1708606832.321116,1708606825.622331,1708606825.630276,1708606832.406036
0,1708606832.42427,1708606825.725111,1708606825.729448,1708606832.506272
0,1708606832.531345,1708606825.831892,1708606825.840232,1708606832.617025
0,1708606832.635075,1708606825.937361,1708606825.941542,1708606832.713524
0,1708606832.730759,1708606826.029579,1708606826.0362608,1708606832.810216
0,1708606832.834247,1708606826.13515,1708606826.139464,1708606832.913697
0,1708606832.9376,1708606826.240967,1708606826.247621,1708606833.021553
0,1708606833.046448,1708606826.349154,1708606826.361902,1708606833.129125
0,1708606833.15396,1708606826.457018,1708606826.4655008,1708606833.233003
0,1708606833.25232,1708606826.55489,1708606826.562429,1708606833.332622
0,1708606833.353663,1708606826.656076,1708606826.6647859,1708606833.437457
0,1708606833.46244,1708606826.763268,1708606826.766768,1708606833.541157
0,1708606833.565985,1708606826.86704,1708606826.8747828,1708606833.665565
0,1708606833.694009,1708606826.99818,1708606827.0066998,1708606833.780286
0,1708606833.805227,1708606827.109459,1708606827.1136658,1708606833.881014
0,1708606833.899777,1708606827.199978,1708606827.204266,1708606833.980615
0,1708606834.003265,1708606827.305868,1708606827.3143399,1708606834.078232
0,1708606834.094748,1708606827.394984,1708606827.401611,1708606834.173531
0,1708606834.196548,1708606827.497074,1708606827.5072818,1708606834.27973
0,1708606834.306788,1708606827.609439,1708606827.609439,1708606834.387748
0,1708606834.41281,1708606827.714261,1708606827.719279,1708606834.493363
0,1708606834.521162,1708606827.8224,1708606827.830018,1708606834.610002
0,1708606834.633008,1708606827.936761,1708606827.9494839,1708606834.721286
0,1708606834.747187,1708606828.056927,1708606828.064147,1708606834.8285
0,1708606834.846594,1708606828.156259,1708606828.159459,1708606834.92883
0,1708606834.950224,1708606828.252991,1708606828.252991,1708606835.026461
0,1708606835.043407,1708606828.344908,1708606828.351287,1708606835.118195
0,1708606835.136597,1708606828.438256,1708606828.44369,1708606835.209376
0,1708606835.228114,1708606828.52907,1708606828.53754,1708606835.301535
0,1708606835.321259,1708606828.623433,1708606828.6268842,1708606835.394766
0,1708606835.414553,1708606828.715416,1708606828.715416,1708606835.490127
0,1708606835.511759,1708606828.812872,1708606828.819465,1708606835.586262
0,1708606835.610355,1708606828.91461,1708606828.925448,1708606835.688758
0,1708606835.711936,1708606829.012983,1708606829.021568,1708606835.794444
0,1708606835.823276,1708606829.12565,1708606829.134024,1708606835.909184
0,1708606835.933717,1708606829.235098,1708606829.2414658,1708606836.01613
0,1708606836.041586,1708606829.342925,1708606829.353457,1708606836.120076
0,1708606836.143922,1708606829.446753,1708606829.465146,1708606836.229472
0,1708606836.247628,1708606829.549843,1708606829.5534232,1708606836.332341
0,1708606836.352211,1708606829.652232,1708606829.656543,1708606836.430264
0,1708606836.455218,1708606829.758687,1708606829.758687,1708606836.541651
0,1708606836.571967,1708606829.873597,1708606829.886343,1708606836.653199
0,1708606836.678809,1708606829.97929,1708606829.9920151,1708606836.758499
0,1708606836.78321,1708606830.085779,1708606830.092671,1708606836.870861
0,1708606836.893864,1708606830.195403,1708606830.201946,1708606836.976957
0,1708606837.000757,1708606830.301793,1708606830.301793,1708606837.080863
0,1708606837.106161,1708606830.408554,1708606830.4118981,1708606837.183264
0,1708606837.209286,1708606830.512056,1708606830.515319,1708606837.288288
0,1708606837.312658,1708606830.615237,1708606830.618645,1708606837.386218
0,1708606837.404634,1708606830.70592,1708606830.7131789,1708606837.490981
0,1708606837.510779,1708606830.810503,1708606830.815922,1708606837.584359
0,1708606837.605214,1708606830.907148,1708606830.91568,1708606837.685418
0,1708606837.707945,1708606831.007608,1708606831.01402,1708606837.788243
0,1708606837.812925,1708606831.113429,1708606831.126182,1708606837.890074
0,1708606837.912527,1708606831.212078,1708606831.2202191,1708606837.995086
0,1708606838.018745,1708606831.319746,1708606831.323542,1708606838.090354
0,1708606838.106295,1708606831.40491,1708606831.40927,1708606838.178818
0,1708606838.196761,1708606831.50123,1708606831.505572,1708606838.276036
0,1708606838.293084,1708606831.596724,1708606831.5999281,1708606838.37133
0,1708606838.389672,1708606831.689497,1708606831.702631,1708606838.467528
0,1708606838.486696,1708606831.788586,1708606831.795003,1708606838.566546
0,1708606838.587872,1708606831.889143,1708606831.895765,1708606838.667336
0,1708606838.689718,1708606831.995225,1708606832.003756,1708606838.771855
0,1708606838.79123,1708606832.093086,1708606832.093086,1708606838.865889
0,1708606838.884333,1708606832.18565,1708606832.198378,1708606838.965198
0,1708606838.987248,1708606832.288032,1708606832.296627,1708606839.065466
0,1708606839.08545,1708606832.386393,1708606832.397324,1708606839.161614
0,1708606839.184073,1708606832.484861,1708606832.4885828,1708606839.258912
0,1708606839.28188,1708606832.582306,1708606832.594661,1708606839.374154
0,1708606839.393958,1708606832.69342,1708606832.697701,1708606839.471962
0,1708606839.494239,1708606832.79632,1708606832.802721,1708606839.570782
0,1708606839.591845,1708606832.893713,1708606832.905242,1708606839.670881
0,1708606839.691801,1708606832.994635,1708606832.997965,1708606839.769747
0,1708606839.787594,1708606833.08922,1708606833.097816,1708606839.864987
0,1708606839.885012,1708606833.186697,1708606833.191015,1708606839.96357
0,1708606839.982876,1708606833.284846,1708606833.297676,1708606840.0604
0,1708606840.078933,1708606833.381104,1708606833.384315,1708606840.155308
0,1708606840.172693,1708606833.471582,1708606833.4749439,1708606840.248072
0,1708606840.275811,1708606833.576522,1708606833.5896952,1708606840.351463
0,1708606840.366978,1708606833.668007,1708606833.68312,1708606840.457602
0,1708606840.481668,1708606833.782843,1708606833.782843,1708606840.563642
0,1708606840.586821,1708606833.887567,1708606833.900508,1708606840.666504
0,1708606840.688342,1708606833.988268,1708606833.992581,1708606840.767383
0,1708606840.789793,1708606834.090704,1708606834.109135,1708606840.879196
0,1708606840.905514,1708606834.208721,1708606834.2172718,1708606840.98708
0,1708606841.012493,1708606834.313458,1708606834.32199,1708606841.088168
0,1708606841.106821,1708606834.408345,1708606834.4120579,1708606841.180946
0,1708606841.199987,1708606834.498297,1708606834.507451,1708606841.276859
0,1708606841.295477,1708606834.5969,1708606834.609705,1708606841.372416
0,1708606841.391767,1708606834.691656,1708606834.7000842,1708606841.473722
0,1708606841.497944,1708606834.800137,1708606834.804518,1708606841.58395
0,1708606841.611976,1708606834.91274,1708606834.925781,1708606841.69382
0,1708606841.721807,1708606835.021876,1708606835.0375881,1708606841.810175
0,1708606841.832752,1708606835.135554,1708606835.1387131,1708606841.912805
0,1708606841.937079,1708606835.238426,1708606835.242634,1708606842.014561
0,1708606842.035807,1708606835.337932,1708606835.3415842,1708606842.128308
0,1708606842.154123,1708606835.460721,1708606835.467365,1708606842.23474
0,1708606842.252616,1708606835.553092,1708606835.55632,1708606842.326101
0,1708606842.344917,1708606835.653166,1708606835.6641681,1708606842.422652
0,1708606842.441744,1708606835.748813,1708606835.748813,1708606842.522032
0,1708606842.539475,1708606835.840605,1708606835.847198,1708606842.617194
0,1708606842.638263,1708606835.93953,1708606835.943647,1708606842.718499
0,1708606842.739498,1708606836.041976,1708606836.054882,1708606842.817428
0,1708606842.835829,1708606836.137271,1708606836.1414518,1708606842.919362
0,1708606842.945136,1708606836.247295,1708606836.247295,1708606843.024266
0,1708606843.04581,1708606836.345783,1708606836.359192,1708606843.120532
0,1708606843.139248,1708606836.443449,1708606836.450251,1708606843.21763
0,1708606843.240125,1708606836.544855,1708606836.544855,1708606843.316868
0,1708606843.335316,1708606836.637688,1708606836.650442,1708606843.416223
0,1708606843.440071,1708606836.740266,1708606836.7468581,1708606843.51955
0,1708606843.540846,1708606836.844671,1708606836.848059,1708606843.622097
0,1708606843.644848,1708606836.945447,1708606836.958523,1708606843.723684
0,1708606843.745113,1708606837.048111,1708606837.0549319,1708606843.825367
0,1708606843.847543,1708606837.153416,1708606837.1566029,1708606843.936253
0,1708606843.961389,1708606837.264975,1708606837.2737322,1708606844.040899
0,1708606844.062214,1708606837.367035,1708606837.370611,1708606844.1379
0,1708606844.157384,1708606837.460999,1708606837.472394,1708606844.243786
0,1708606844.26459,1708606837.567561,1708606837.588419,1708606844.347209
0,1708606844.371092,1708606837.675743,1708606837.682728,1708606844.445958
0,1708606844.465354,1708606837.76813,1708606837.771496,1708606844.538608
0,1708606844.559603,1708606837.862379,1708606837.865628,1708606844.639193
0,1708606844.65956,1708606837.962193,1708606837.975062,1708606844.737903
0,1708606844.757505,1708606838.060141,1708606838.063817,1708606844.841304
0,1708606844.865317,1708606838.166501,1708606838.180064,1708606844.955365
0,1708606844.97935,1708606838.280796,1708606838.289442,1708606845.061346
0,1708606845.082696,1708606838.383242,1708606838.387842,1708606845.158183
0,1708606845.177297,1708606838.478564,1708606838.488444,1708606845.261641
0,1708606845.286739,1708606838.588059,1708606838.5923738,1708606845.368048
0,1708606845.388761,1708606838.691527,1708606838.707548,1708606845.48084
0,1708606845.504744,1708606838.807498,1708606838.813957,1708606845.588987
0,1708606845.61531,1708606838.918029,1708606838.928311,1708606845.695427
0,1708606845.722228,1708606839.02328,1708606839.0267818,1708606845.794487
0,1708606845.814588,1708606839.115303,1708606839.120588,1708606845.886225
0,1708606845.906952,1708606839.210398,1708606839.2136219,1708606845.987613
0,1708606846.013254,1708606839.319619,1708606839.3259559,1708606846.093533
0,1708606846.116251,1708606839.41833,1708606839.430357,1708606846.206027
0,1708606846.226498,1708606839.528393,1708606839.536566,1708606846.308382
0,1708606846.332292,1708606839.633838,1708606839.642422,1708606846.411016
0,1708606846.43516,1708606839.736876,1708606839.751976,1708606846.526696
0,1708606846.549733,1708606839.852539,1708606839.865433,1708606846.625614
0,1708606846.64276,1708606839.944833,1708606839.953521,1708606846.721179
0,1708606846.742934,1708606840.052425,1708606840.057442,1708606846.826568
0,1708606846.843287,1708606840.143147,1708606840.1503,1708606846.915924
0,1708606846.932569,1708606840.232964,1708606840.243203,1708606847.006179
0,1708606847.023074,1708606840.321626,1708606840.33481,1708606847.092085
0,1708606847.107546,1708606840.405501,1708606840.4099689,1708606847.201819
0,1708606847.224547,1708606840.524174,1708606840.532153,1708606847.313998
0,1708606847.331571,1708606840.631935,1708606840.636165,1708606847.406237
0,1708606847.425076,1708606840.726351,1708606840.734947,1708606847.502639
0,1708606847.524785,1708606840.826155,1708606840.8300018,1708606847.605652
0,1708606847.629395,1708606840.93066,1708606840.93066,1708606847.708163
0,1708606847.731544,1708606841.032233,1708606841.044531,1708606847.812046
0,1708606847.830852,1708606841.133405,1708606841.13703,1708606847.910929
0,1708606847.933844,1708606841.235752,1708606841.2440631,1708606848.01353
0,1708606848.035903,1708606841.337356,1708606841.347381,1708606848.117278
0,1708606848.140877,1708606841.443627,1708606841.450946,1708606848.226904
0,1708606848.244322,1708606841.545417,1708606841.54968,1708606848.321387
0,1708606848.338165,1708606841.639283,1708606841.6431038,1708606848.427067
0,1708606848.448882,1708606841.755305,1708606841.7589931,1708606848.541887
0,1708606848.577245,1708606841.894328,1708606841.8996441,1708606848.669598
0,1708606848.701775,1708606842.025336,1708606842.038201,1708606848.803089
0,1708606848.832682,1708606842.145928,1708606842.1502068,1708606848.926192
0,1708606848.952759,1708606842.270356,1708606842.2842948,1708606849.056371
0,1708606849.082658,1708606842.3888,1708606842.401562,1708606849.166632
0,1708606849.18593,1708606842.486795,1708606842.49758,1708606849.256991
0,1708606849.274348,1708606842.575844,1708606842.579282,1708606849.348276
0,1708606849.367632,1708606842.66854,1708606842.677071,1708606849.451452
0,1708606849.477637,1708606842.780058,1708606842.7929869,1708606849.558484
0,1708606849.581217,1708606842.882594,1708606842.8879802,1708606849.656553
0,1708606849.678148,1708606842.978898,1708606842.982305,1708606849.753103
0,1708606849.773212,1708606843.075504,1708606843.086627,1708606849.864715
0,1708606849.888881,1708606843.189557,1708606843.1983202,1708606849.965265
0,1708606849.983149,1708606843.285734,1708606843.295693,1708606850.060057
0,1708606850.078916,1708606843.38093,1708606843.3922338,1708606850.162463
0,1708606850.180895,1708606843.484019,1708606843.484019,1708606850.261555
0,1708606850.282477,1708606843.584501,1708606843.588229,1708606850.358059
0,1708606850.376677,1708606843.677485,1708606843.689413,1708606850.463583
0,1708606850.484136,1708606843.784547,1708606843.79739,1708606850.576805
0,1708606850.595485,1708606843.897651,1708606843.9064898,1708606850.678029
0,1708606850.702881,1708606844.003709,1708606844.016545,1708606850.781643
0,1708606850.805001,1708606844.107483,1708606844.119715,1708606850.882428
0,1708606850.901039,1708606844.202738,1708606844.207001,1708606850.982541
0,1708606851.005502,1708606844.308984,1708606844.312118,1708606851.09166
0,1708606851.116016,1708606844.419126,1708606844.419126,1708606851.197786
0,1708606851.22272,1708606844.524622,1708606844.531344,1708606851.302029
0,1708606851.327206,1708606844.627922,1708606844.63132,1708606851.407549
0,1708606851.432626,1708606844.732919,1708606844.741293,1708606851.508217
0,1708606851.526606,1708606844.826513,1708606844.835148,1708606851.604059
0,1708606851.625447,1708606844.925363,1708606844.929703,1708606851.702382
0,1708606851.723523,1708606845.023555,1708606845.027364,1708606851.81476
0,1708606851.840078,1708606845.140675,1708606845.1579652,1708606851.938104
0,1708606851.965279,1708606845.267202,1708606845.2779698,1708606852.044799
0,1708606852.069975,1708606845.370522,1708606845.388776,1708606852.164241
0,1708606852.188111,1708606845.489002,1708606845.492187,1708606852.272707
0,1708606852.300366,1708606845.601239,1708606845.6045709,1708606852.373698
0,1708606852.389332,1708606845.688208,1708606845.703442,1708606852.478207
0,1708606852.502719,1708606845.805325,1708606845.816381,1708606852.590105
0,1708606852.613321,1708606845.91485,1708606845.924978,1708606852.687115
0,1708606852.705609,1708606846.007234,1708606846.0136812,1708606852.785317
0,1708606852.808018,1708606846.109606,1708606846.122551,1708606852.884861
0,1708606852.904098,1708606846.20554,1708606846.213218,1708606852.996972
0,1708606853.016018,1708606846.316517,1708606846.328062,1708606853.093181
0,1708606853.112388,1708606846.414889,1708606846.423891,1708606853.196512
0,1708606853.220615,1708606846.521724,1708606846.526037,1708606853.300145
0,1708606853.320761,1708606846.62375,1708606846.635525,1708606853.400679
0,1708606853.421314,1708606846.723967,1708606846.7271872,1708606853.498361
0,1708606853.51643,1708606846.818534,1708606846.823906,1708606853.589374
0,1708606853.609505,1708606846.912527,1708606846.9198,1708606853.687507
0,1708606853.706004,1708606847.007224,1708606847.011928,1708606853.779185
0,1708606853.800074,1708606847.101158,1708606847.1099088,1708606853.8827
0,1708606853.9071,1708606847.208002,1708606847.2186582,1708606854.008575
0,1708606854.0353,1708606847.336821,1708606847.3435721,1708606854.117193
0,1708606854.142005,1708606847.444761,1708606847.455758,1708606854.223267
0,1708606854.248361,1708606847.550475,1708606847.550475,1708606854.331553
0,1708606854.355678,1708606847.656592,1708606847.6681418,1708606854.44621
0,1708606854.470695,1708606847.772285,1708606847.782434,1708606854.557336
0,1708606854.581858,1708606847.883229,1708606847.890202,1708606854.665651
0,1708606854.692563,1708606847.994687,1708606848.0028431,1708606854.78212
0,1708606854.805875,1708606848.108069,1708606848.112261,1708606854.889647
0,1708606854.915429,1708606848.215894,1708606848.220107,1708606854.99331
0,1708606855.015988,1708606848.319377,1708606848.326093,1708606855.089654
0,1708606855.107784,1708606848.408076,1708606848.417764,1708606855.189609
0,1708606855.21465,1708606848.51719,1708606848.523596,1708606855.295027
0,1708606855.319299,1708606848.618858,1708606848.6240852,1708606855.398124
0,1708606855.424119,1708606848.728171,1708606848.7325032,1708606855.509355
0,1708606855.536014,1708606848.836195,1708606848.842767,1708606855.607716
0,1708606855.627389,1708606848.928464,1708606848.932669,1708606855.705245
0,1708606855.725151,1708606849.026463,1708606849.032908,1708606855.809405
0,1708606855.833582,1708606849.133869,1708606849.1411788,1708606855.911981
0,1708606855.937287,1708606849.238982,1708606849.251751,1708606856.023241
0,1708606856.048558,1708606849.348398,1708606849.3583179,1708606856.129739
0,1708606856.153803,1708606849.454926,1708606849.464503,1708606856.236033
0,1708606856.259984,1708606849.56051,1708606849.571838,1708606856.349916
0,1708606856.375202,1708606849.674913,1708606849.678472,1708606856.458675
0,1708606856.485223,1708606849.785756,1708606849.7941742,1708606856.565514
0,1708606856.588629,1708606849.89523,1708606849.899481,1708606856.673886
0,1708606856.6973,1708606849.996212,1708606850.006158,1708606856.777565
0,1708606856.801874,1708606850.101403,1708606850.110034,1708606856.882568
0,1708606856.90926,1708606850.209126,1708606850.220414,1708606856.9808
0,1708606856.997033,1708606850.295415,1708606850.299639,1708606857.069049
0,1708606857.088449,1708606850.392047,1708606850.400594,1708606857.166124
0,1708606857.182138,1708606850.481626,1708606850.4949381,1708606857.254794
0,1708606857.272421,1708606850.573118,1708606850.581793,1708606857.347052
0,1708606857.364583,1708606850.664599,1708606850.673177,1708606857.439658
0,1708606857.457195,1708606850.759766,1708606850.7664342,1708606857.602763
0,1708606857.698206,1708606851.101262,1708606851.1056051,1708606857.876544
0,1708606857.89923,1708606851.201305,1708606851.201305,1708606857.972008
0,1708606857.990895,1708606851.293256,1708606851.29746,1708606858.068195
0,1708606858.089051,1708606851.392498,1708606851.3990781,1708606858.170297
0,1708606858.190812,1708606851.494815,1708606851.4991121,1708606858.276916
0,1708606858.303629,1708606851.604983,1708606851.6175182,1708606858.384672
0,1708606858.408804,1708606851.709176,1708606851.720807,1708606858.503142
0,1708606858.530727,1708606851.832478,1708606851.836777,1708606858.615193
0,1708606858.640282,1708606851.940758,1708606851.947287,1708606858.718632
0,1708606858.74212,1708606852.043599,1708606852.052199,1708606858.822955
0,1708606858.847426,1708606852.146575,1708606852.146575,1708606858.920867
0,1708606858.9378,1708606852.239025,1708606852.2456682,1708606859.014666
0,1708606859.033715,1708606852.333723,1708606852.3422542,1708606859.109864
0,1708606859.125696,1708606852.418365,1708606852.425479,1708606859.185084
0,1708606859.204084,1708606852.49461,1708606852.498153,1708606859.253292
0,1708606859.270748,1708606852.559558,1708606852.559558,1708606859.322005
0,1708606859.34146,1708606852.636774,1708606852.6412082,1708606859.418946
0,1708606859.442722,1708606852.745842,1708606852.752277,1708606859.529639
0,1708606859.555728,1708606852.856748,1708606852.869326,1708606859.637051
0,1708606859.660273,1708606852.961183,1708606852.967005,1708606859.735867
0,1708606859.754681,1708606853.056566,1708606853.065395,1708606859.833189
0,1708606859.851428,1708606853.151906,1708606853.158755,1708606859.924604
0,1708606859.94455,1708606853.248178,1708606853.256321,1708606860.034798
0,1708606860.055209,1708606853.356493,1708606853.359778,1708606860.136733
0,1708606860.161895,1708606853.46443,1708606853.4681592,1708606860.238487
0,1708606860.259474,1708606853.564251,1708606853.567549,1708606860.338418
0,1708606860.361883,1708606853.662606,1708606853.673318,1708606860.43645
0,1708606860.456933,1708606853.758455,1708606853.758455,1708606860.54075
0,1708606860.564411,1708606853.865328,1708606853.8756652,1708606860.647213
0,1708606860.670084,1708606853.970677,1708606853.9759479,1708606860.749052
0,1708606860.775365,1708606854.077749,1708606854.088231,1708606860.859203
0,1708606860.883068,1708606854.185091,1708606854.19055,1708606860.959386
0,1708606860.979317,1708606854.279556,1708606854.282923,1708606861.057788
0,1708606861.082535,1708606854.383407,1708606854.3963332,1708606861.166192
0,1708606861.191693,1708606854.492923,1708606854.508423,1708606861.274659
0,1708606861.294348,1708606854.595287,1708606854.602189,1708606861.369379
0,1708606861.388699,1708606854.68846,1708606854.694888,1708606861.466539
0,1708606861.48817,1708606854.790727,1708606854.794165,1708606861.568359
0,1708606861.592336,1708606854.893278,1708606854.8986728,1708606861.671863
0,1708606861.696532,1708606854.997286,1708606855.001507,1708606861.775604
0,1708606861.797821,1708606855.099024,1708606855.1033092,1708606861.88426
0,1708606861.910654,1708606855.212673,1708606855.225537,1708606861.994691
0,1708606862.019741,1708606855.321349,1708606855.3287828,1708606862.098031
0,1708606862.122245,1708606855.424514,1708606855.4309971,1708606862.202145
0,1708606862.223728,1708606855.52529,1708606855.529217,1708606862.301528
0,1708606862.322029,1708606855.625474,1708606855.63771,1708606862.405127
0,1708606862.422674,1708606855.723319,1708606855.731278,1708606862.508222
0,1708606862.529819,1708606855.824755,1708606855.828363,1708606862.589045
0,1708606862.608084,1708606855.907723,1708606855.919076,1708606862.683616
0,1708606862.706213,1708606856.008388,1708606856.0148811,1708606862.79002
0,1708606862.814865,1708606856.116102,1708606856.1203759,1708606862.895149
0,1708606862.917127,1708606856.21692,1708606856.235384,1708606863.004564
0,1708606863.02957,1708606856.328792,1708606856.3401432,1708606863.120984
0,1708606863.147253,1708606856.448409,1708606856.45173,1708606863.229125
0,1708606863.254914,1708606856.556595,1708606856.565148,1708606863.338689
0,1708606863.364625,1708606856.667133,1708606856.6785681,1708606863.452809
0,1708606863.470732,1708606856.770197,1708606856.7831779,1708606863.566093
0,1708606863.589384,1708606856.893226,1708606856.905874,1708606863.670002
0,1708606863.6915,1708606857.000532,1708606857.007313,1708606863.774334
0,1708606863.793662,1708606857.095149,1708606857.099693,1708606863.871186
0,1708606863.889987,1708606857.189761,1708606857.198443,1708606863.968594
0,1708606863.99253,1708606857.294913,1708606857.298748,1708606864.079389
0,1708606864.102724,1708606857.403058,1708606857.4116871,1708606864.182383
0,1708606864.206893,1708606857.507323,1708606857.5202231,1708606864.290443
0,1708606864.318187,1708606857.619441,1708606857.6292,1708606864.396981
0,1708606864.41729,1708606857.719024,1708606857.727542,1708606864.502758
0,1708606864.532847,1708606857.833794,1708606857.8381112,1708606864.614512
0,1708606864.6404,1708606857.942138,1708606857.95061,1708606864.725081
0,1708606864.75007,1708606858.051265,1708606858.055502,1708606864.827816
