,t1,t2,t3,t4
0,1708610425.172861,1708610418.684636,1708610418.688327,1708610425.412569
0,1708610425.619354,1708610419.116788,1708610419.1247418,1708610425.809646
0,1708610426.084711,1708610419.559373,1708610419.565909,1708610426.249959
0,1708610426.59441,1708610419.983415,1708610419.986894,1708610426.676845
0,1708610426.813535,1708610420.205096,1708610420.211898,1708610426.987978
0,1708610427.126521,1708610420.516077,1708610420.519757,1708610427.204983
0,1708610427.340553,1708610420.731751,1708610420.743102,1708610427.508995
0,1708610427.88061,1708610421.271372,1708610421.278193,1708610428.033746
0,1708610428.154794,1708610421.547428,1708610421.550638,1708610428.268634
0,1708610428.405751,1708610421.796535,1708610421.802003,1708610428.557761
0,1708610428.69,1708610422.080792,1708610422.096823,1708610428.783782
0,1708610428.935844,1708610422.329054,1708610422.3391812,1708610429.083935
0,1708610429.307077,1708610422.701658,1708610422.710163,1708610429.50199
0,1708610429.965399,1708610423.356557,1708610423.3650818,1708610430.159566
0,1708610430.416008,1708610423.808022,1708610423.814657,1708610430.587958
0,1708610430.805839,1708610424.196625,1708610424.200408,1708610430.890203
0,1708610431.022694,1708610424.41504,1708610424.422746,1708610431.119209
0,1708610431.253846,1708610424.64463,1708610424.652066,1708610431.333636
0,1708610431.454968,1708610424.844624,1708610424.84832,1708610431.544997
0,1708610431.691645,1708610425.079891,1708610425.087589,1708610431.775666
0,1708610431.887351,1708610425.279034,1708610425.2861068,1708610431.963366
0,1708610432.082173,1708610425.473512,1708610425.484863,1708610432.173943
0,1708610432.313661,1708610425.709161,1708610425.716698,1708610432.399074
0,1708610432.596181,1708610425.987584,1708610426.007471,1708610432.684619
0,1708610432.823648,1708610426.214945,1708610426.223386,1708610433.008539
0,1708610434.846184,1708610428.238948,1708610428.2466362,1708610434.939639
0,1708610435.083176,1708610428.47347,1708610428.480261,1708610435.71815
0,1708610435.931077,1708610429.321138,1708610429.32963,1708610436.017355
0,1708610436.28114,1708610429.6713,1708610429.6713,1708610436.373416
0,1708610436.506472,1708610429.968242,1708610429.968242,1708610436.663289
0,1708610436.788668,1708610430.178103,1708610430.182108,1708610436.875109
0,1708610437.906759,1708610431.296706,1708610431.305237,1708610438.066504
0,1708610438.314596,1708610431.705073,1708610431.709095,1708610438.502184
0,1708610438.738572,1708610432.12943,1708610432.1394892,1708610438.823831
0,1708610438.965836,1708610432.35472,1708610432.358704,1708610439.059419
0,1708610439.192204,1708610432.586872,1708610432.5906432,1708610439.290729
0,1708610439.429221,1708610432.820971,1708610432.837061,1708610439.516503
0,1708610439.651658,1708610433.043133,1708610433.047545,1708610439.737761
0,1708610439.875476,1708610433.264399,1708610433.275557,1708610439.965885
0,1708610440.105383,1708610433.497395,1708610433.501054,1708610440.184197
0,1708610440.301766,1708610433.70437,1708610433.7163541,1708610440.404968
0,1708610440.528159,1708610433.919522,1708610433.923505,1708610440.615267
0,1708610440.738795,1708610434.129087,1708610434.13595,1708610440.822213
0,1708610440.959703,1708610434.352146,1708610434.3591619,1708610441.040815
0,1708610441.15593,1708610434.54628,1708610434.554699,1708610441.233959
0,1708610441.385067,1708610434.775549,1708610434.778923,1708610441.464118
0,1708610441.647989,1708610435.036226,1708610435.043785,1708610441.793094
0,1708610441.90627,1708610435.377309,1708610435.382733,1708610442.066522
0,1708610442.536188,1708610436.035321,1708610436.046623,1708610442.73223
0,1708610442.913042,1708610436.306785,1708610436.310367,1708610443.008055
0,1708610443.149263,1708610436.540706,1708610436.544396,1708610443.231157
0,1708610443.352186,1708610436.744755,1708610436.748123,1708610443.432394
0,1708610443.561896,1708610436.953286,1708610436.9600968,1708610443.647535
0,1708610443.792833,1708610437.182966,1708610437.182966,1708610443.873113
0,1708610443.995222,1708610437.388427,1708610437.391782,1708610444.076209
0,1708610444.210081,1708610437.602124,1708610437.606135,1708610444.298198
0,1708610444.425212,1708610437.818711,1708610437.829446,1708610444.501579
0,1708610444.621532,1708610438.013807,1708610438.0193121,1708610444.698801
0,1708610444.822125,1708610438.212764,1708610438.2245681,1708610444.910379
0,1708610445.024809,1708610438.41531,1708610438.419678,1708610445.108662
0,1708610445.213557,1708610438.602778,1708610438.610427,1708610445.291976
0,1708610445.553032,1708610438.943427,1708610438.9537292,1708610445.626289
0,1708610445.833207,1708610439.22285,1708610439.22285,1708610445.971831
0,1708610446.084294,1708610439.558229,1708610439.563657,1708610446.241723
0,1708610446.434893,1708610439.827553,1708610439.831046,1708610446.516069
0,1708610446.715095,1708610440.217426,1708610440.2303162,1708610446.905
0,1708610447.071791,1708610440.462433,1708610440.4732602,1708610447.146031
0,1708610447.255673,1708610440.645438,1708610440.653653,1708610447.333951
0,1708610447.445539,1708610440.839124,1708610440.843572,1708610447.541035
0,1708610447.671282,1708610441.060641,1708610441.070874,1708610447.753253
0,1708610448.063194,1708610441.452836,1708610441.4562051,1708610448.143824
0,1708610448.292391,1708610441.681716,1708610441.681716,1708610448.371075
0,1708610448.496624,1708610441.887894,1708610441.8996859,1708610448.592158
0,1708610448.768263,1708610442.158966,1708610442.162848,1708610448.861616
0,1708610449.003403,1708610442.397189,1708610442.4073849,1708610449.088565
0,1708610449.223473,1708610442.61352,1708610442.61352,1708610449.304846
0,1708610449.446499,1708610442.85526,1708610442.862022,1708610449.545381
0,1708610449.74992,1708610443.143057,1708610443.1500232,1708610449.935187
0,1708610450.062052,1708610443.518656,1708610443.52406,1708610450.209707
0,1708610450.467444,1708610443.963296,1708610443.9829779,1708610450.666705
0,1708610450.907638,1708610444.400058,1708610444.403558,1708610451.091509
0,1708610451.304695,1708610444.698168,1708610444.706394,1708610451.398628
0,1708610451.546307,1708610444.936697,1708610444.940451,1708610451.628162
0,1708610451.769064,1708610445.161198,1708610445.168743,1708610451.851009
0,1708610451.967414,1708610445.357631,1708610445.36294,1708610452.0397
0,1708610452.155428,1708610445.545307,1708610445.548471,1708610452.234323
0,1708610452.389085,1708610445.780756,1708610445.788281,1708610452.499272
0,1708610452.641997,1708610446.033217,1708610446.0399148,1708610452.720236
0,1708610452.831978,1708610446.225367,1708610446.229124,1708610453.01717
0,1708610453.232054,1708610446.62354,1708610446.627245,1708610453.319512
0,1708610453.497818,1708610446.889449,1708610446.8961918,1708610453.644992
0,1708610453.75956,1708610447.260711,1708610447.2644079,1708610453.965892
0,1708610454.449458,1708610447.939206,1708610447.9465418,1708610454.635238
0,1708610455.064361,1708610448.453834,1708610448.457511,1708610455.743502
0,1708610455.991981,1708610449.380439,1708610449.390943,1708610456.730207
0,1708610456.908548,1708610450.301079,1708610450.304819,1708610457.031544
0,1708610457.1672,1708610450.558768,1708610450.564224,1708610457.25014
0,1708610457.387801,1708610450.778746,1708610450.790541,1708610457.479376
0,1708610457.611321,1708610451.001791,1708610451.012769,1708610457.686597
0,1708610458.234335,1708610451.718312,1708610451.721745,1708610458.414609
0,1708610458.663673,1708610452.152394,1708610452.156793,1708610458.839967
0,1708610459.042475,1708610452.432822,1708610452.440292,1708610459.235532
0,1708610459.395921,1708610452.788575,1708610452.796037,1708610459.474339
0,1708610459.588935,1708610452.983888,1708610452.995,1708610459.678299
0,1708610459.824811,1708610453.21325,1708610453.219754,1708610459.906091
0,1708610460.039737,1708610453.432518,1708610453.432518,1708610460.123637
0,1708610460.254428,1708610453.645772,1708610453.654271,1708610460.335144
0,1708610460.460568,1708610453.849963,1708610453.865135,1708610460.552026
0,1708610460.685676,1708610454.075508,1708610454.09097,1708610460.774168
0,1708610460.908944,1708610454.300504,1708610454.300504,1708610460.992141
0,1708610461.129957,1708610454.520427,1708610454.531584,1708610461.215128
0,1708610461.343543,1708610454.733382,1708610454.7399359,1708610461.428056
0,1708610461.560558,1708610454.951658,1708610454.958637,1708610461.643823
0,1708610461.787852,1708610455.236005,1708610455.239301,1708610461.924498
0,1708610463.240474,1708610456.631636,1708610456.635712,1708610463.343351
0,1708610463.476295,1708610456.867687,1708610456.871304,1708610463.563816
0,1708610463.702852,1708610457.094612,1708610457.094612,1708610463.789616
0,1708610463.920646,1708610457.311622,1708610457.315889,1708610464.004393
0,1708610464.121796,1708610457.513573,1708610457.513573,1708610464.205561
0,1708610464.342108,1708610457.732492,1708610457.739399,1708610464.425812
0,1708610464.554662,1708610457.947362,1708610457.951113,1708610464.640619
0,1708610464.795045,1708610458.18631,1708610458.191741,1708610464.876224
0,1708610465.012926,1708610458.405319,1708610458.408531,1708610465.09613
0,1708610465.237521,1708610458.627223,1708610458.632535,1708610465.318497
0,1708610465.442337,1708610458.833827,1708610458.842374,1708610465.525423
0,1708610465.657545,1708610459.049567,1708610459.062304,1708610465.738254
0,1708610465.878554,1708610459.412725,1708610459.412725,1708610466.102683
0,1708610466.296879,1708610459.686208,1708610459.697006,1708610466.376741
0,1708610466.577649,1708610460.075083,1708610460.082095,1708610466.767488
0,1708610467.065448,1708610460.51649,1708610460.522069,1708610467.212131
0,1708610467.428347,1708610460.819648,1708610460.829956,1708610467.503481
0,1708610467.632939,1708610461.024935,1708610461.04235,1708610467.723677
0,1708610468.076588,1708610461.469028,1708610461.481218,1708610468.16544
0,1708610468.293873,1708610461.682116,1708610461.700045,1708610468.38253
0,1708610468.528518,1708610461.919608,1708610461.919608,1708610468.61449
0,1708610468.746308,1708610462.13678,1708610462.148542,1708610468.826216
0,1708610468.949667,1708610462.340757,1708610462.347502,1708610469.033495
0,1708610469.167444,1708610462.560832,1708610462.568702,1708610469.335875
0,1708610469.548604,1708610462.941731,1708610462.950173,1708610469.629637
0,1708610469.762528,1708610463.155635,1708610463.1625562,1708610469.844562
0,1708610470.041583,1708610463.43358,1708610463.446616,1708610470.236082
0,1708610470.480157,1708610463.870424,1708610463.881098,1708610470.557423
0,1708610470.7404,1708610464.13246,1708610464.1363702,1708610470.889439
0,1708610471.014158,1708610464.476188,1708610464.479586,1708610471.168721
0,1708610471.453156,1708610464.916758,1708610464.920013,1708610471.601729
0,1708610471.728436,1708610465.118935,1708610465.1295772,1708610471.803281
0,1708610471.934469,1708610465.325226,1708610465.332691,1708610472.008164
0,1708610472.133813,1708610465.524922,1708610465.5285628,1708610472.217497
0,1708610472.346241,1708610465.738087,1708610465.7434359,1708610472.428128
0,1708610472.561249,1708610465.953237,1708610465.959929,1708610472.646892
0,1708610472.780206,1708610466.169268,1708610466.176077,1708610472.860303
0,1708610472.993486,1708610466.385323,1708610466.3957272,1708610473.076785
0,1708610473.211757,1708610466.600413,1708610466.603663,1708610473.289253
0,1708610473.418151,1708610466.808764,1708610466.812751,1708610473.506144
0,1708610473.625223,1708610467.017344,1708610467.025146,1708610473.713238
0,1708610473.840309,1708610467.231333,1708610467.247368,1708610473.931599
0,1708610474.071866,1708610467.556953,1708610467.562408,1708610474.246517
0,1708610474.497223,1708610467.992957,1708610468.003734,1708610474.682895
0,1708610474.891381,1708610468.28569,1708610468.28569,1708610475.078351
0,1708610475.395694,1708610468.878998,1708610468.878998,1708610475.571648
0,1708610475.724469,1708610469.114879,1708610469.114879,1708610475.79982
0,1708610475.937464,1708610469.327985,1708610469.335459,1708610476.024179
0,1708610476.147798,1708610469.544461,1708610469.544461,1708610476.233335
0,1708610476.366504,1708610469.757199,1708610469.760633,1708610476.447607
0,1708610476.578782,1708610469.970002,1708610469.9737198,1708610476.654887
0,1708610476.774185,1708610470.166421,1708610470.177336,1708610476.852097
0,1708610476.970264,1708610470.361351,1708610470.368172,1708610477.048704
0,1708610477.168867,1708610470.563379,1708610470.5714211,1708610477.254256
0,1708610477.387355,1708610470.778617,1708610470.783406,1708610477.468812
0,1708610477.593427,1708610470.982924,1708610470.986319,1708610477.667537
0,1708610478.081796,1708610471.472168,1708610471.483579,1708610478.174751
0,1708610478.400478,1708610471.792464,1708610471.8028371,1708610478.596578
0,1708610478.841735,1708610472.232545,1708610472.235889,1708610479.031722
0,1708610479.155609,1708610472.613416,1708610472.627302,1708610479.316762
0,1708610479.56496,1708610473.055703,1708610473.0593789,1708610479.745598
0,1708610479.952651,1708610473.341055,1708610473.3520598,1708610480.029481
0,1708610480.15,1708610473.54032,1708610473.547222,1708610480.227784
0,1708610480.341288,1708610473.731968,1708610473.736898,1708610480.421222
0,1708610480.554614,1708610473.948526,1708610473.963811,1708610480.65115
0,1708610480.79998,1708610474.189429,1708610474.20084,1708610480.88565
0,1708610481.00045,1708610474.3923,1708610474.3956568,1708610481.082639
0,1708610481.227625,1708610474.61735,1708610474.61735,1708610481.311366
0,1708610481.45028,1708610474.840961,1708610474.844682,1708610481.527514
0,1708610481.664724,1708610475.056703,1708610475.0633762,1708610481.749009
0,1708610481.883697,1708610475.27636,1708610475.280163,1708610481.979725
0,1708610482.111413,1708610475.503235,1708610475.503235,1708610482.196598
0,1708610482.441763,1708610475.915579,1708610475.9191072,1708610482.610764
0,1708610483.019505,1708610476.411614,1708610476.4153938,1708610483.209186
0,1708610483.533737,1708610477.014707,1708610477.025412,1708610483.698841
0,1708610483.973759,1708610477.432046,1708610477.435413,1708610484.119068
0,1708610484.230965,1708610477.613153,1708610477.622675,1708610484.300513
0,1708610484.43486,1708610477.827422,1708610477.827422,1708610484.52034
0,1708610484.659679,1708610478.052835,1708610478.062985,1708610484.746648
0,1708610484.894942,1708610478.284499,1708610478.3002,1708610484.988142
0,1708610485.112811,1708610478.515157,1708610478.520268,1708610485.198548
0,1708610485.309887,1708610478.700607,1708610478.7040331,1708610485.390541
0,1708610485.524476,1708610478.918454,1708610478.929301,1708610485.610408
0,1708610485.757485,1708610479.151443,1708610479.154923,1708610485.846176
0,1708610485.98084,1708610479.475271,1708610479.482245,1708610486.166055
0,1708610486.288524,1708610479.685246,1708610479.688608,1708610486.518444
0,1708610486.748961,1708610480.140845,1708610480.140845,1708610487.221562
0,1708610488.320507,1708610481.711157,1708610481.714955,1708610488.407536
0,1708610488.538976,1708610481.928562,1708610481.928562,1708610489.19502
0,1708610489.337258,1708610482.727979,1708610482.734768,1708610489.422347
0,1708610493.420931,1708610486.812967,1708610486.821003,1708610493.515832
0,1708610493.64119,1708610487.031533,1708610487.043132,1708610493.733931
0,1708610493.86772,1708610487.384396,1708610487.395647,1708610494.086383
0,1708610494.220895,1708610487.723051,1708610487.7282481,1708610494.40628
0,1708610494.522831,1708610488.048876,1708610488.06458,1708610494.754556
0,1708610495.025017,1708610488.486881,1708610488.494559,1708610495.19136
0,1708610495.585203,1708610488.975114,1708610488.982855,1708610495.79091
0,1708610496.127929,1708610489.516584,1708610489.5278568,1708610496.209565
0,1708610496.322543,1708610489.714833,1708610489.724045,1708610496.408818
0,1708610496.53482,1708610489.923418,1708610489.931499,1708610496.626316
0,1708610496.741018,1708610490.133193,1708610490.139843,1708610496.821092
0,1708610496.938432,1708610490.330008,1708610490.340738,1708610497.014139
0,1708610497.125105,1708610490.516284,1708610490.51964,1708610497.199451
0,1708610497.33055,1708610490.728454,1708610490.732316,1708610497.415101
0,1708610497.545888,1708610490.944407,1708610490.95113,1708610497.632104
0,1708610497.742803,1708610491.132109,1708610491.1396818,1708610497.831234
0,1708610498.107181,1708610491.498511,1708610491.5053701,1708610498.190768
0,1708610498.322604,1708610491.71452,1708610491.719933,1708610498.40832
0,1708610498.539112,1708610491.928578,1708610491.9323368,1708610498.618617
0,1708610498.755415,1708610492.239566,1708610492.2465122,1708610498.930255
0,1708610499.167183,1708610492.667357,1708610492.677744,1708610499.358453
0,1708610499.556388,1708610492.948725,1708610492.95418,1708610499.752362
0,1708610500.217861,1708610493.609128,1708610493.619229,1708610500.354907
0,1708610500.493661,1708610493.883344,1708610493.895714,1708610500.577569
0,1708610500.71633,1708610494.105237,1708610494.120424,1708610500.807461
0,1708610500.940162,1708610494.330464,1708610494.335913,1708610501.023798
0,1708610501.128388,1708610494.517118,1708610494.524986,1708610501.206255
0,1708610501.292536,1708610494.680192,1708610494.683508,1708610501.363244
0,1708610501.449631,1708610494.840247,1708610494.847637,1708610501.530027
0,1708610501.653205,1708610495.043877,1708610495.0597918,1708610501.747978
0,1708610501.87551,1708610495.264643,1708610495.273283,1708610501.951317
0,1708610502.034198,1708610495.42344,1708610495.42344,1708610502.111532
0,1708610502.21923,1708610495.608847,1708610495.6241639,1708610502.312747
0,1708610502.578189,1708610495.968694,1708610495.976105,1708610502.660952
0,1708610502.890217,1708610496.282182,1708610496.287648,1708610503.045482
0,1708610503.176234,1708610496.628306,1708610496.633864,1708610503.324432
0,1708610503.580762,1708610497.067502,1708610497.078866,1708610503.766304
0,1708610504.384831,1708610497.775382,1708610497.782843,1708610504.47116
0,1708610504.589999,1708610497.979587,1708610497.9829202,1708610504.676479
0,1708610504.804102,1708610498.195998,1708610498.1994069,1708610504.882636
0,1708610504.992766,1708610498.384701,1708610498.38845,1708610505.069841
0,1708610505.16099,1708610498.549953,1708610498.558525,1708610505.244207
0,1708610505.426688,1708610498.817444,1708610498.822473,1708610505.513189
0,1708610505.805599,1708610499.198554,1708610499.209261,1708610505.893394
0,1708610506.034304,1708610499.425237,1708610499.4320168,1708610506.11997
0,1708610506.288576,1708610499.679953,1708610499.6874192,1708610506.382201
0,1708610508.57388,1708610501.963345,1708610501.968133,1708610508.669785
0,1708610509.140186,1708610502.66726,1708610502.674324,1708610509.358323
0,1708610509.55201,1708610502.943539,1708610502.94707,1708610510.284785
0,1708610510.55854,1708610503.949156,1708610503.955952,1708610510.654908
0,1708610510.791127,1708610504.18249,1708610504.2007122,1708610510.887295
0,1708610511.27847,1708610504.673073,1708610504.683167,1708610511.46178
0,1708610511.79732,1708610505.258598,1708610505.2640052,1708610511.945352
0,1708610512.149006,1708610505.541082,1708610505.5443509,1708610512.340742
0,1708610512.658406,1708610506.048477,1708610506.059629,1708610512.739783
0,1708610512.861266,1708610506.252677,1708610506.256036,1708610512.951905
0,1708610513.089458,1708610506.479737,1708610506.486604,1708610513.172766
0,1708610513.433129,1708610506.82356,1708610506.830318,1708610513.507353
0,1708610513.627953,1708610507.017856,1708610507.0285878,1708610513.709305
0,1708610513.83108,1708610507.220469,1708610507.227124,1708610513.940729
0,1708610514.453482,1708610507.843466,1708610507.850173,1708610514.531237
0,1708610514.639541,1708610508.029428,1708610508.035903,1708610514.726483
0,1708610514.86894,1708610508.25971,1708610508.2753491,1708610514.962916
0,1708610515.509272,1708610509.000497,1708610509.0072782,1708610515.694759
0,1708610516.718119,1708610510.10869,1708610510.10869,1708610516.800369
0,1708610516.947874,1708610510.338461,1708610510.3541949,1708610517.038007
0,1708610517.325551,1708610510.715361,1708610510.722532,1708610517.407582
0,1708610517.544533,1708610510.936884,1708610510.9434988,1708610517.62937
0,1708610517.739511,1708610511.130969,1708610511.147176,1708610517.833822
0,1708610517.958134,1708610511.349249,1708610511.3592908,1708610518.039722
0,1708610518.17877,1708610511.568582,1708610511.572282,1708610518.258799
0,1708610518.563469,1708610511.953641,1708610511.960938,1708610518.646235
0,1708610518.783375,1708610512.172875,1708610512.179636,1708610518.866608
0,1708610519.000543,1708610512.391934,1708610512.398728,1708610519.081848
0,1708610519.9393,1708610513.39638,1708610513.405093,1708610520.08598
0,1708610520.50536,1708610513.896445,1708610513.908511,1708610520.699639
0,1708610521.018732,1708610514.408987,1708610514.419059,1708610521.103251
0,1708610521.243616,1708610514.636769,1708610514.636769,1708610521.326896
0,1708610521.452505,1708610514.844264,1708610514.849877,1708610521.540343
0,1708610521.686541,1708610515.07678,1708610515.080426,1708610521.759635
0,1708610521.878288,1708610515.267297,1708610515.27851,1708610521.969115
0,1708610522.098485,1708610515.490562,1708610515.504194,1708610522.192738
0,1708610522.451014,1708610515.841365,1708610515.851535,1708610522.52996
0,1708610522.667944,1708610516.059176,1708610516.059176,1708610522.746352
0,1708610522.864079,1708610516.25271,1708610516.264599,1708610522.954575
0,1708610523.094277,1708610516.488314,1708610516.4951,1708610523.183057
0,1708610525.162323,1708610518.552643,1708610518.559593,1708610525.240839
0,1708610525.352725,1708610518.744391,1708610518.748118,1708610525.43323
0,1708610525.733766,1708610519.127641,1708610519.1311269,1708610525.812109
0,1708610525.924209,1708610519.313626,1708610519.320472,1708610526.015729
0,1708610526.158799,1708610519.548912,1708610519.5522761,1708610526.241487
0,1708610526.382774,1708610519.775596,1708610519.7790308,1708610526.543352
0,1708610526.760314,1708610520.15232,1708610520.160358,1708610526.856265
0,1708610527.163351,1708610520.553285,1708610520.56299,1708610527.24955
0,1708610527.664509,1708610521.055193,1708610521.0590959,1708610528.413242
0,1708610528.675485,1708610522.175548,1708610522.178754,1708610528.87124
0,1708610529.803968,1708610523.192865,1708610523.2003348,1708610529.883182
0,1708610530.011074,1708610523.4002,1708610523.410158,1708610530.496799
